genero;edad;distancia;comida;limpieza;retraso;satisfaccion
Female;49;544;3;2;128;neutral or dissatisfied
Female;46;731;2;4;0;satisfied
Male;41;845;2;1;31;neutral or dissatisfied
Female;35;495;5;5;16;neutral or dissatisfied
Female;25;696;1;1;0;neutral or dissatisfied
Male;42;575;5;5;0;satisfied
Female;43;1235;3;1;0;neutral or dissatisfied
Male;13;1009;5;5;9;neutral or dissatisfied
Male;23;2227;1;1;0;neutral or dissatisfied
Female;20;637;2;2;3;neutral or dissatisfied
Male;12;1188;3;3;22;neutral or dissatisfied
Male;59;302;5;4;15;satisfied
Male;35;3786;5;2;0;satisfied
Male;35;483;4;1;37;satisfied
Male;48;954;1;1;0;neutral or dissatisfied
Male;59;3027;2;5;7;satisfied
Female;29;1023;4;4;0;neutral or dissatisfied
Female;38;1825;2;2;1;neutral or dissatisfied
Male;36;3996;2;1;0;satisfied
Female;70;814;5;4;0;neutral or dissatisfied
Male;54;3861;5;5;0;satisfied
Male;33;386;4;4;3;satisfied
Female;44;1797;2;5;21;neutral or dissatisfied
Male;21;1947;1;1;18;neutral or dissatisfied
Male;14;164;2;2;0;neutral or dissatisfied
Female;28;762;3;3;0;satisfied
Female;31;101;5;5;6;satisfied
Male;14;119;5;5;123;neutral or dissatisfied
Female;60;337;2;5;0;satisfied
Female;23;1513;4;4;3;satisfied
Female;18;2901;4;4;15;satisfied
Female;27;130;4;4;0;neutral or dissatisfied
Male;68;575;2;2;0;satisfied
Male;50;1589;5;5;0;satisfied
Female;32;725;4;4;6;neutral or dissatisfied
Male;48;3630;1;4;0;neutral or dissatisfied
Male;49;3323;3;3;0;satisfied
Male;61;2133;1;1;0;neutral or dissatisfied
Male;47;547;3;3;0;neutral or dissatisfied
Male;42;266;2;2;0;neutral or dissatisfied
Female;28;2198;4;4;0;satisfied
Female;54;204;5;3;0;neutral or dissatisfied
Male;41;1416;3;3;0;neutral or dissatisfied
Male;24;737;5;5;0;satisfied
Male;51;3554;3;3;0;satisfied
Male;29;2999;5;5;0;satisfied
Female;45;529;4;4;0;satisfied
Male;47;1996;4;5;0;satisfied
Female;28;253;3;3;14;neutral or dissatisfied
Male;43;569;3;3;0;neutral or dissatisfied
Female;41;270;4;4;0;satisfied
Female;19;270;5;5;0;neutral or dissatisfied
Female;31;585;4;4;0;satisfied
Female;41;1896;1;4;0;neutral or dissatisfied
Male;13;145;1;1;0;neutral or dissatisfied
Female;56;3309;4;4;0;satisfied
Male;42;1073;4;4;0;neutral or dissatisfied
Male;40;589;3;3;0;satisfied
Female;58;493;2;5;0;satisfied
Male;7;611;1;2;132;neutral or dissatisfied
Male;44;2299;4;4;163;satisfied
Male;25;1121;4;4;0;neutral or dissatisfied
Female;31;2330;4;4;0;satisfied
Male;41;1157;2;5;0;satisfied
Female;67;223;3;4;0;neutral or dissatisfied
Male;48;2817;5;4;0;satisfied
Female;11;440;1;1;12;neutral or dissatisfied
Male;27;455;2;2;0;neutral or dissatisfied
Male;54;937;2;4;11;satisfied
Female;69;337;4;5;0;neutral or dissatisfied
Female;30;837;2;2;0;satisfied
Female;25;363;5;5;0;neutral or dissatisfied
Female;66;650;2;2;0;neutral or dissatisfied
Female;48;948;2;1;0;neutral or dissatisfied
Female;49;414;3;3;0;neutral or dissatisfied
Male;24;925;1;1;0;neutral or dissatisfied
Male;62;2212;1;2;10;neutral or dissatisfied
Male;55;3477;4;5;1;satisfied
Female;10;693;4;4;66;neutral or dissatisfied
Female;22;427;2;2;0;neutral or dissatisfied
Female;24;1096;5;5;0;satisfied
Male;22;1430;4;4;27;neutral or dissatisfied
Female;8;373;4;4;0;neutral or dissatisfied
Female;28;1824;3;3;0;neutral or dissatisfied
Male;21;2296;3;3;0;neutral or dissatisfied
Female;43;640;5;3;0;neutral or dissatisfied
Male;41;544;4;3;0;satisfied
Female;25;1050;5;5;0;neutral or dissatisfied
Male;48;337;5;3;0;satisfied
Female;52;909;5;3;0;neutral or dissatisfied
Female;23;759;4;4;0;satisfied
Female;22;521;5;5;0;satisfied
Female;35;363;2;2;0;neutral or dissatisfied
Male;25;370;4;4;0;neutral or dissatisfied
Male;59;908;3;3;0;neutral or dissatisfied
Male;40;436;3;4;244;neutral or dissatisfied
Male;26;862;3;3;0;neutral or dissatisfied
Female;45;2666;5;4;0;satisfied
Female;38;3668;1;4;7;satisfied
Male;53;954;5;5;0;neutral or dissatisfied
Male;53;1506;5;5;0;neutral or dissatisfied
Male;46;3073;4;4;3;satisfied
Female;66;221;5;3;0;neutral or dissatisfied
Female;40;1846;5;3;1;satisfied
Male;47;867;2;2;0;neutral or dissatisfied
Male;55;306;2;2;0;neutral or dissatisfied
Male;49;84;1;3;0;satisfied
Male;47;750;4;4;0;satisfied
Male;34;270;5;5;56;neutral or dissatisfied
Male;66;933;2;2;0;neutral or dissatisfied
Male;63;452;3;3;6;neutral or dissatisfied
Male;51;862;3;3;78;neutral or dissatisfied
Male;48;1005;5;5;0;satisfied
Male;37;255;5;5;0;satisfied
Male;43;2606;4;3;5;satisfied
Female;34;1405;5;5;1;neutral or dissatisfied
Male;55;521;5;5;0;satisfied
Female;44;2211;3;5;57;satisfied
Male;65;849;1;1;1;neutral or dissatisfied
Female;59;1452;3;2;29;neutral or dissatisfied
Female;51;1587;5;4;1;satisfied
Male;55;545;3;3;3;satisfied
Female;29;3487;5;5;93;satisfied
Female;37;312;2;2;0;satisfied
Male;47;1072;4;4;6;neutral or dissatisfied
Female;39;2677;4;4;0;neutral or dissatisfied
Male;52;3977;4;4;35;satisfied
Female;45;457;4;4;1;neutral or dissatisfied
Male;33;1541;4;4;2;satisfied
Male;47;569;1;1;0;satisfied
Female;58;2052;2;3;20;neutral or dissatisfied
Female;36;602;3;3;0;neutral or dissatisfied
Male;16;1431;1;1;0;satisfied
Male;23;472;4;4;17;neutral or dissatisfied
Female;53;1183;3;5;0;satisfied
Female;52;1703;4;5;0;satisfied
Female;18;895;5;5;0;neutral or dissatisfied
Male;56;655;2;2;46;neutral or dissatisfied
Male;49;157;5;4;29;satisfied
Male;40;1235;2;2;0;neutral or dissatisfied
Female;24;177;3;3;0;neutral or dissatisfied
Male;49;489;1;1;0;neutral or dissatisfied
Male;15;414;2;2;0;satisfied
Female;56;1379;5;4;0;satisfied
Female;61;991;2;1;4;neutral or dissatisfied
Female;51;301;4;5;1;satisfied
Male;40;1947;4;3;5;satisfied
Male;24;1846;3;3;0;neutral or dissatisfied
Male;42;2921;3;4;0;satisfied
Male;26;602;4;4;0;neutral or dissatisfied
Male;37;1235;4;4;0;neutral or dissatisfied
Female;52;3442;4;2;0;neutral or dissatisfied
Female;8;544;4;4;0;satisfied
Male;40;600;1;1;0;neutral or dissatisfied
Female;56;957;2;3;0;neutral or dissatisfied
Female;64;576;2;1;248;neutral or dissatisfied
Female;33;594;2;2;0;neutral or dissatisfied
Female;44;613;5;4;0;satisfied
Male;45;2960;3;5;0;satisfied
Male;30;2329;5;5;2;satisfied
Male;60;1464;4;4;58;satisfied
Male;11;2300;3;3;0;satisfied
Male;39;293;5;5;0;neutral or dissatisfied
Male;47;2475;2;2;0;neutral or dissatisfied
Female;24;449;5;5;0;neutral or dissatisfied
Male;20;239;4;4;0;satisfied
Female;21;957;5;5;20;neutral or dissatisfied
Male;45;667;1;1;24;neutral or dissatisfied
Female;56;599;2;1;0;satisfied
Female;55;567;5;2;0;neutral or dissatisfied
Male;54;152;3;3;0;neutral or dissatisfied
Female;31;954;5;5;0;satisfied
Female;58;1838;4;5;0;satisfied
Male;23;337;5;5;0;neutral or dissatisfied
Female;58;677;5;3;11;neutral or dissatisfied
Female;30;2405;5;5;0;satisfied
Female;43;332;4;5;3;neutral or dissatisfied
Female;27;420;2;2;57;neutral or dissatisfied
Male;14;1303;4;4;0;neutral or dissatisfied
Female;28;780;3;3;0;neutral or dissatisfied
Male;27;1448;1;1;5;satisfied
Female;67;507;5;5;0;neutral or dissatisfied
Male;39;391;4;4;0;satisfied
Female;63;2849;2;4;39;satisfied
Male;42;3977;3;2;6;neutral or dissatisfied
Male;18;321;5;5;0;neutral or dissatisfied
Female;29;1726;1;1;0;neutral or dissatisfied
Female;49;102;5;4;0;satisfied
Female;31;1497;1;1;11;neutral or dissatisfied
Female;56;1988;3;1;0;neutral or dissatisfied
Male;44;606;4;4;0;satisfied
Female;59;1892;3;4;0;neutral or dissatisfied
Male;40;895;3;3;0;satisfied
Female;36;2901;4;5;0;satisfied
Female;26;152;5;5;0;neutral or dissatisfied
Male;32;209;4;4;0;neutral or dissatisfied
Male;47;229;1;1;2;neutral or dissatisfied
Female;11;1694;4;4;0;satisfied
Female;28;452;2;2;0;neutral or dissatisfied
Female;9;852;5;5;0;neutral or dissatisfied
Male;44;2076;5;5;22;satisfied
Female;20;1751;4;4;14;satisfied
Male;35;264;5;5;27;neutral or dissatisfied
Male;38;95;5;5;0;satisfied
Female;68;602;3;3;12;neutral or dissatisfied
Male;35;230;2;2;0;satisfied
Female;44;1295;4;4;0;neutral or dissatisfied
Female;30;678;3;3;100;neutral or dissatisfied
Male;29;391;1;1;70;neutral or dissatisfied
Male;29;414;3;3;0;neutral or dissatisfied
Male;49;3053;2;5;7;satisfied
Male;59;550;5;5;43;neutral or dissatisfied
Male;30;577;5;5;0;neutral or dissatisfied
Male;37;529;5;5;0;neutral or dissatisfied
Female;53;125;2;5;0;satisfied
Female;48;2967;5;1;0;satisfied
Male;30;369;3;3;0;neutral or dissatisfied
Female;57;909;2;2;0;neutral or dissatisfied
Male;44;1744;1;2;0;neutral or dissatisfied
Female;60;67;5;3;9;neutral or dissatisfied
Female;39;356;2;2;0;neutral or dissatisfied
Female;45;1444;4;4;0;satisfied
Male;47;2138;3;2;33;satisfied
Male;57;3136;3;3;3;satisfied
Male;38;328;4;4;53;neutral or dissatisfied
Male;57;438;5;4;35;satisfied
Female;9;577;1;3;150;neutral or dissatisfied
Female;46;204;5;1;0;neutral or dissatisfied
Male;42;125;4;4;20;satisfied
Female;43;1404;3;1;0;satisfied
Male;56;344;5;5;0;satisfied
Female;11;859;3;3;0;neutral or dissatisfied
Male;55;217;3;3;0;neutral or dissatisfied
Male;55;581;4;4;0;neutral or dissatisfied
Male;62;337;5;5;12;neutral or dissatisfied
Male;27;1972;2;2;0;neutral or dissatisfied
Female;31;1024;5;5;0;neutral or dissatisfied
Male;34;363;1;1;0;neutral or dissatisfied
Female;45;2079;4;3;0;satisfied
Male;45;223;4;4;0;neutral or dissatisfied
Female;19;1542;1;1;0;satisfied
Male;43;452;5;5;32;neutral or dissatisfied
Female;67;227;4;4;0;neutral or dissatisfied
Male;51;432;4;4;16;neutral or dissatisfied
Female;54;737;3;1;0;neutral or dissatisfied
Female;68;936;3;2;24;neutral or dissatisfied
Female;56;2809;2;3;11;satisfied
Male;49;2307;3;3;0;satisfied
Male;44;447;2;3;2;satisfied
Female;47;262;4;2;0;neutral or dissatisfied
Male;50;980;3;3;0;satisfied
Female;12;503;4;4;4;satisfied
Female;50;402;4;5;91;satisfied
Female;53;2455;2;1;17;neutral or dissatisfied
Male;26;160;3;3;11;satisfied
Female;28;358;2;2;0;neutral or dissatisfied
Female;42;2296;2;4;0;satisfied
Male;27;1721;4;4;0;neutral or dissatisfied
Male;33;3549;3;3;0;satisfied
Female;28;2362;5;5;0;satisfied
Female;35;289;4;4;0;neutral or dissatisfied
Male;50;2345;5;3;1;satisfied
Female;40;1390;1;1;0;neutral or dissatisfied
Female;53;395;3;3;63;satisfied
Female;26;1250;3;3;5;neutral or dissatisfied
Female;25;1111;1;1;1;neutral or dissatisfied
Female;26;813;4;4;0;satisfied
Female;40;302;3;4;22;satisfied
Female;28;369;5;5;5;satisfied
Female;31;2202;2;2;0;neutral or dissatisfied
Female;21;451;3;3;0;satisfied
Female;59;1379;2;5;10;satisfied
Male;33;1796;5;5;31;satisfied
Male;25;1026;3;3;0;neutral or dissatisfied
Male;22;447;4;4;0;satisfied
Female;52;2315;3;4;0;satisfied
Male;49;174;4;3;20;satisfied
Female;21;1142;1;1;57;satisfied
Female;24;1015;2;2;0;neutral or dissatisfied
Female;20;213;4;4;10;neutral or dissatisfied
Female;29;624;5;5;5;neutral or dissatisfied
Male;55;425;3;5;6;satisfied
Male;23;621;3;3;31;neutral or dissatisfied
Female;67;692;3;5;0;neutral or dissatisfied
Male;32;1607;4;4;4;neutral or dissatisfied
Female;21;377;4;4;0;neutral or dissatisfied
Female;48;1437;5;5;156;satisfied
Male;57;223;1;1;22;neutral or dissatisfied
Female;25;1471;4;4;0;satisfied
Female;60;270;2;3;38;neutral or dissatisfied
Female;43;1576;2;5;0;neutral or dissatisfied
Female;44;2238;4;5;13;satisfied
Female;37;1069;3;1;2;neutral or dissatisfied
Female;40;453;1;1;0;neutral or dissatisfied
Male;63;1201;1;1;77;satisfied
Male;36;550;4;3;212;satisfied
Female;72;853;5;5;2;satisfied
Male;33;588;1;1;0;neutral or dissatisfied
Male;13;1558;3;3;0;satisfied
Female;42;1020;4;4;0;satisfied
Male;34;3965;5;4;0;satisfied
Male;22;641;4;4;0;neutral or dissatisfied
Male;42;3130;3;4;0;satisfied
Female;39;448;4;5;0;satisfied
Female;42;3388;4;4;0;satisfied
Female;45;2747;3;4;0;satisfied
Female;25;1892;2;2;26;neutral or dissatisfied
Male;46;1846;4;4;25;satisfied
Male;44;3054;3;5;0;satisfied
Male;34;315;4;4;0;satisfied
Male;57;1947;2;2;0;neutral or dissatisfied
Female;37;1162;2;2;9;neutral or dissatisfied
Male;47;308;5;5;0;satisfied
Male;39;241;4;4;0;satisfied
Male;38;1074;2;2;5;satisfied
Female;28;694;5;5;0;satisfied
Female;28;898;4;4;5;satisfied
Female;10;204;2;2;0;neutral or dissatisfied
Male;37;1714;3;5;0;satisfied
Female;30;438;1;1;0;neutral or dissatisfied
Male;57;3232;2;3;13;satisfied
Male;52;1389;4;2;0;neutral or dissatisfied
Male;26;1497;5;5;52;satisfied
Female;63;203;1;3;0;satisfied
Male;30;2030;5;5;14;satisfied
Male;56;2917;5;4;0;satisfied
Female;59;3841;2;4;0;satisfied
Female;38;200;5;5;39;neutral or dissatisfied
Male;52;2273;5;5;0;satisfied
Male;38;356;3;3;68;neutral or dissatisfied
Female;60;337;2;5;10;satisfied
Male;40;1548;2;2;0;neutral or dissatisfied
Female;28;950;3;3;0;satisfied
Female;58;1224;4;4;52;satisfied
Female;37;1448;4;4;0;satisfied
Female;42;806;1;4;26;neutral or dissatisfied
Female;35;1702;4;5;0;satisfied
Male;38;678;4;4;1;neutral or dissatisfied
Male;29;669;5;5;3;satisfied
Female;10;187;2;2;13;satisfied
Female;47;723;5;5;0;satisfied
Female;43;1235;5;2;4;neutral or dissatisfied
Male;54;609;4;3;0;satisfied
Female;39;1967;3;1;71;satisfied
Female;22;575;3;3;0;neutral or dissatisfied
Female;36;259;3;3;84;neutral or dissatisfied
Male;41;1582;5;4;0;satisfied
Female;42;405;3;3;6;satisfied
Female;45;641;5;2;0;satisfied
Male;37;377;1;1;105;neutral or dissatisfied
Male;32;231;3;3;0;satisfied
Male;30;1975;4;4;0;satisfied
Female;54;273;5;3;0;neutral or dissatisfied
Female;58;1012;2;3;21;satisfied
Male;38;120;5;5;0;satisfied
Female;49;873;3;2;11;neutral or dissatisfied
Male;44;125;3;2;0;neutral or dissatisfied
Male;35;488;5;5;21;neutral or dissatisfied
Male;39;3437;1;3;0;neutral or dissatisfied
Male;36;2474;1;4;21;neutral or dissatisfied
Male;52;166;4;4;25;satisfied
Male;45;3728;4;3;4;satisfied
Female;26;354;4;4;0;neutral or dissatisfied
Male;43;432;1;1;19;neutral or dissatisfied
Male;17;989;1;1;2;neutral or dissatisfied
Female;23;341;4;4;0;neutral or dissatisfied
Male;26;948;4;4;12;satisfied
Female;57;408;2;3;0;satisfied
Female;27;977;1;1;56;neutral or dissatisfied
Male;13;689;1;1;0;satisfied
Male;56;366;3;4;0;neutral or dissatisfied
Male;57;272;5;5;184;satisfied
Male;51;2542;2;3;7;satisfied
Male;45;500;2;5;0;satisfied
Female;14;936;4;4;45;neutral or dissatisfied
Male;43;1024;3;3;9;neutral or dissatisfied
Female;57;158;1;1;0;neutral or dissatisfied
Female;65;2216;4;4;0;neutral or dissatisfied
Female;13;1562;4;4;0;neutral or dissatisfied
Female;63;746;1;4;0;neutral or dissatisfied
Female;42;744;1;3;3;neutral or dissatisfied
Male;44;1964;4;5;0;satisfied
Male;54;3171;3;5;0;satisfied
Female;12;817;1;1;0;satisfied
Female;19;215;1;1;0;neutral or dissatisfied
Male;44;666;3;3;17;neutral or dissatisfied
Female;53;2852;5;5;0;satisfied
Female;54;829;5;1;26;neutral or dissatisfied
Male;40;1587;5;5;0;satisfied
Female;41;287;2;2;0;neutral or dissatisfied
Male;40;261;5;5;0;neutral or dissatisfied
Male;28;184;2;2;0;neutral or dissatisfied
Female;61;888;2;3;0;neutral or dissatisfied
Male;11;414;1;1;6;neutral or dissatisfied
Female;16;447;3;3;0;neutral or dissatisfied
Male;56;950;5;5;0;satisfied
Female;65;2180;3;3;0;satisfied
Female;40;317;5;5;0;neutral or dissatisfied
Male;59;369;2;5;0;neutral or dissatisfied
Female;27;589;3;3;0;neutral or dissatisfied
Male;48;337;3;5;2;satisfied
Male;13;444;1;1;0;satisfied
Male;63;516;4;4;46;neutral or dissatisfied
Male;41;2434;5;5;17;satisfied
Male;39;700;1;1;15;satisfied
Male;58;1023;5;5;0;neutral or dissatisfied
Female;16;793;3;3;0;neutral or dissatisfied
Female;30;1205;1;1;47;neutral or dissatisfied
Male;46;284;5;5;0;neutral or dissatisfied
Female;55;2313;2;3;0;satisfied
Female;57;2190;4;4;5;satisfied
Female;54;375;4;4;9;neutral or dissatisfied
Female;21;248;3;3;0;neutral or dissatisfied
Male;37;758;2;2;0;neutral or dissatisfied
Male;21;414;2;2;0;neutral or dissatisfied
Female;49;369;1;1;22;neutral or dissatisfied
Male;24;1325;5;5;0;neutral or dissatisfied
Female;24;414;5;5;0;satisfied
Female;45;307;1;1;69;satisfied
Male;46;214;2;2;0;neutral or dissatisfied
Male;18;2381;2;2;0;neutral or dissatisfied
Male;24;3437;3;3;0;satisfied
Female;20;1073;5;5;0;satisfied
Male;39;235;2;2;50;neutral or dissatisfied
Female;37;272;4;4;0;neutral or dissatisfied
Female;36;1166;3;3;7;satisfied
Female;56;795;4;3;19;neutral or dissatisfied
Female;13;762;2;2;0;neutral or dissatisfied
Male;37;328;3;3;0;neutral or dissatisfied
Male;31;1671;4;4;0;satisfied
Female;55;416;2;3;0;neutral or dissatisfied
Male;43;386;2;2;54;neutral or dissatisfied
Male;22;631;2;2;0;satisfied
Female;33;67;4;4;0;neutral or dissatisfied
Male;11;261;2;2;51;neutral or dissatisfied
Male;23;295;2;2;58;satisfied
Male;55;2771;4;4;0;satisfied
Female;48;401;1;2;0;neutral or dissatisfied
Male;52;3646;5;5;186;satisfied
Male;52;2016;5;4;0;satisfied
Female;55;365;5;5;3;neutral or dissatisfied
Male;62;647;4;3;140;neutral or dissatisfied
Male;23;2475;2;2;0;satisfied
Female;15;2588;3;4;0;neutral or dissatisfied
Male;50;601;1;1;0;neutral or dissatisfied
Female;44;1744;4;2;5;neutral or dissatisfied
Male;36;565;4;4;0;neutral or dissatisfied
Male;44;2899;5;4;60;neutral or dissatisfied
Male;29;1628;5;5;0;satisfied
Female;56;2196;2;3;0;neutral or dissatisfied
Male;54;1840;2;5;69;satisfied
Male;33;528;2;2;25;neutral or dissatisfied
Male;27;234;2;2;0;neutral or dissatisfied
Female;26;192;5;5;17;neutral or dissatisfied
Female;20;404;2;2;1;neutral or dissatisfied
Female;27;1389;1;1;0;neutral or dissatisfied
Male;75;2940;3;4;1;satisfied
Female;44;936;4;4;13;satisfied
Female;23;3164;4;4;16;satisfied
Female;68;1448;5;1;0;neutral or dissatisfied
Male;69;612;4;4;0;satisfied
Male;13;1107;3;3;45;neutral or dissatisfied
Female;24;587;3;3;28;satisfied
Male;7;213;4;4;0;neutral or dissatisfied
Female;37;214;5;5;0;neutral or dissatisfied
Male;42;331;1;1;91;neutral or dissatisfied
Male;58;187;3;5;0;satisfied
Male;49;3615;4;3;2;satisfied
Female;50;2229;3;4;0;satisfied
Male;28;488;5;5;0;neutral or dissatisfied
Male;38;3650;2;4;6;neutral or dissatisfied
Male;26;781;3;3;0;neutral or dissatisfied
Female;47;2113;3;4;0;satisfied
Male;28;1671;4;4;34;satisfied
Female;24;1464;4;4;0;satisfied
Female;27;829;2;2;4;neutral or dissatisfied
Female;54;2726;5;5;9;satisfied
Male;14;2786;5;5;0;satisfied
Female;36;423;1;1;0;neutral or dissatisfied
Female;34;1892;3;4;0;neutral or dissatisfied
Female;15;2669;4;4;0;satisfied
Female;32;449;3;3;7;neutral or dissatisfied
Female;48;510;4;1;0;neutral or dissatisfied
Female;39;1368;1;4;0;neutral or dissatisfied
Female;22;1189;1;1;0;neutral or dissatisfied
Male;30;2456;4;4;110;satisfied
Male;56;3178;3;1;0;neutral or dissatisfied
Female;38;3144;2;4;2;satisfied
Male;27;802;2;2;13;neutral or dissatisfied
Male;30;2548;4;4;75;satisfied
Male;48;3386;2;4;0;satisfied
Male;57;1090;2;4;19;satisfied
Female;34;546;1;1;0;neutral or dissatisfied
Female;59;583;4;5;10;satisfied
Male;56;950;2;3;0;satisfied
Male;14;284;5;5;0;neutral or dissatisfied
Male;32;153;5;5;14;satisfied
Male;24;1444;3;3;46;satisfied
Female;28;414;5;5;0;satisfied
Female;59;187;3;1;31;neutral or dissatisfied
Male;48;1042;2;2;4;neutral or dissatisfied
Male;39;399;1;1;10;neutral or dissatisfied
Female;42;986;1;2;23;neutral or dissatisfied
Female;37;1416;2;5;17;satisfied
Female;39;2193;2;5;0;satisfied
Male;68;651;1;1;89;neutral or dissatisfied
Female;46;3892;2;2;0;satisfied
Female;46;371;2;2;0;satisfied
Male;40;3788;2;3;0;satisfied
Female;23;3758;2;2;0;neutral or dissatisfied
Female;60;2051;3;5;33;satisfied
Male;58;259;1;4;0;neutral or dissatisfied
Female;70;214;4;5;0;neutral or dissatisfied
Male;36;599;5;5;127;neutral or dissatisfied
Female;50;295;2;4;0;satisfied
Female;49;925;5;1;0;neutral or dissatisfied
Male;70;3615;3;4;0;satisfied
Female;40;197;5;5;11;neutral or dissatisfied
Male;37;3570;4;5;0;satisfied
Male;39;1390;1;1;0;neutral or dissatisfied
Female;54;1744;5;4;0;satisfied
Male;27;2902;4;4;11;satisfied
Female;38;1069;1;1;0;neutral or dissatisfied
Male;64;1851;3;3;9;satisfied
Male;32;116;3;3;0;neutral or dissatisfied
Male;50;3681;3;3;8;neutral or dissatisfied
Male;42;862;4;3;0;satisfied
Male;20;746;1;1;0;satisfied
Male;9;190;3;3;0;neutral or dissatisfied
Male;36;3700;3;3;108;neutral or dissatisfied
Male;43;265;4;3;11;satisfied
Male;52;102;4;4;0;neutral or dissatisfied
Female;56;689;3;5;0;satisfied
Male;35;3237;1;1;0;satisfied
Female;63;335;4;3;21;neutral or dissatisfied
Male;31;2691;4;4;0;satisfied
Female;39;461;4;4;0;satisfied
Male;67;636;3;3;0;neutral or dissatisfied
Female;29;2968;5;5;72;satisfied
Female;27;954;3;3;0;neutral or dissatisfied
Male;19;771;3;3;0;neutral or dissatisfied
Female;14;1173;3;3;88;neutral or dissatisfied
Male;65;168;5;5;0;neutral or dissatisfied
Female;41;3967;5;3;0;satisfied
Female;14;944;1;1;0;neutral or dissatisfied
Male;58;2279;2;4;0;satisfied
Female;32;377;3;3;26;neutral or dissatisfied
Female;43;331;1;3;5;neutral or dissatisfied
Female;43;2278;1;2;13;neutral or dissatisfied
Female;38;289;4;4;15;satisfied
Male;64;404;1;1;20;neutral or dissatisfied
Female;57;1604;4;3;12;satisfied
Male;42;2446;3;3;0;satisfied
Female;63;1065;4;5;5;neutral or dissatisfied
Female;18;861;5;5;0;neutral or dissatisfied
Male;13;399;5;5;0;neutral or dissatisfied
Female;25;403;3;3;0;satisfied
Female;22;661;3;3;0;neutral or dissatisfied
Male;57;3218;3;4;37;satisfied
Female;27;2475;1;1;0;neutral or dissatisfied
Male;30;501;2;2;0;neutral or dissatisfied
